2016.10.26,16:00,1.09162,1.09456,1.09070,1.09103,32300
2016.10.26,20:00,1.09103,1.09120,1.08990,1.09067,10062
2016.10.27,00:00,1.09067,1.09105,1.09021,1.09042,5601
2016.10.27,04:00,1.09042,1.09042,1.08909,1.08972,11459
2016.10.27,08:00,1.08971,1.09191,1.08964,1.09134,23508
2016.10.27,12:00,1.09134,1.09291,1.09089,1.09187,26130
2016.10.27,16:00,1.09188,1.09410,1.08814,1.08907,31717
2016.10.27,20:00,1.08908,1.09060,1.08852,1.08928,11036
2016.10.28,00:00,1.08937,1.09033,1.08917,1.09005,6273
2016.10.28,04:00,1.09003,1.09101,1.08980,1.09030,7870
2016.10.28,08:00,1.09031,1.09236,1.08983,1.09049,22010
2016.10.28,12:00,1.09049,1.09342,1.09013,1.09254,28965
2016.10.28,16:00,1.09254,1.09490,1.09114,1.09387,30391
2016.10.28,20:00,1.09388,1.09906,1.09380,1.09833,28359
2016.10.31,00:00,1.09893,1.09897,1.09659,1.09696,11774
2016.10.31,04:00,1.09696,1.09740,1.09598,1.09674,8726
2016.10.31,08:00,1.09674,1.09707,1.09491,1.09511,14112
2016.10.31,12:00,1.09512,1.09556,1.09427,1.09432,19140
2016.10.31,16:00,1.09431,1.09669,1.09348,1.09649,26941
2016.10.31,20:00,1.09649,1.09816,1.09588,1.09787,11735
2016.11.01,00:00,1.09790,1.09800,1.09645,1.09659,8709
2016.11.01,04:00,1.09661,1.09711,1.09589,1.09621,9779
2016.11.01,08:00,1.09622,1.09921,1.09616,1.09868,14140
2016.11.01,12:00,1.09871,1.10329,1.09869,1.10203,24686
2016.11.01,16:00,1.10203,1.10596,1.10201,1.10555,33886
2016.11.01,20:00,1.10555,1.10678,1.10496,1.10539,18329
2016.11.02,00:00,1.10539,1.10610,1.10491,1.10520,8095
2016.11.02,04:00,1.10519,1.10692,1.10485,1.10683,11707
2016.11.02,08:00,1.10683,1.10985,1.10609,1.10827,20133
2016.11.02,12:00,1.10827,1.11006,1.10710,1.10838,28877
2016.11.02,16:00,1.10839,1.11220,1.10809,1.11158,34844
2016.11.02,20:00,1.11159,1.11171,1.10833,1.10959,24350
2016.11.03,00:00,1.10960,1.11049,1.10905,1.11011,7578
2016.11.03,04:00,1.11012,1.11247,1.10979,1.11139,16838
2016.11.03,08:00,1.11139,1.11246,1.10929,1.10964,19893
2016.11.03,12:00,1.10964,1.11025,1.10590,1.10638,37867
2016.11.03,16:00,1.10639,1.10998,1.10585,1.10947,29064
2016.11.03,20:00,1.10948,1.11195,1.10945,1.11028,15194
2016.11.04,00:00,1.11036,1.11086,1.10950,1.11009,7347
2016.11.04,04:00,1.11010,1.11066,1.10867,1.10935,8811
2016.11.04,08:00,1.10934,1.11066,1.10856,1.10975,16144
2016.11.04,12:00,1.10976,1.11138,1.10788,1.10937,30338
2016.11.04,16:00,1.10938,1.11256,1.10863,1.11186,36556
2016.11.04,20:00,1.11186,1.11390,1.11113,1.11373,14008
2016.11.07,00:00,1.10537,1.11091,1.10531,1.10933,21099
2016.11.07,04:00,1.10932,1.10971,1.10656,1.10725,14687
2016.11.07,08:00,1.10724,1.10730,1.10473,1.10590,23432
2016.11.07,12:00,1.10590,1.10725,1.10542,1.10566,22398
2016.11.07,16:00,1.10566,1.10595,1.10263,1.10418,25882
2016.11.07,20:00,1.10417,1.10461,1.10305,1.10386,11076
2016.11.08,00:00,1.10388,1.10485,1.10316,1.10374,10759
2016.11.08,04:00,1.10373,1.10429,1.10287,1.10413,7834
2016.11.08,08:00,1.10414,1.10658,1.10414,1.10490,17695
2016.11.08,12:00,1.10490,1.10503,1.10345,1.10464,20097
2016.11.08,16:00,1.10463,1.10531,1.10189,1.10218,26845
2016.11.08,20:00,1.10218,1.10333,1.10077,1.10228,14634
2016.11.09,00:00,1.10221,1.10511,1.09884,1.10394,34901
2016.11.09,04:00,1.10397,1.12983,1.10397,1.12732,74596
2016.11.09,08:00,1.12732,1.12754,1.10281,1.10503,62623
2016.11.09,12:00,1.10502,1.11070,1.09969,1.10082,46814
2016.11.09,16:00,1.10083,1.10115,1.09219,1.09371,51551
2016.11.09,20:00,1.09373,1.09477,1.09055,1.09077,25413
2016.11.10,00:00,1.09061,1.09358,1.09061,1.09334,15682
2016.11.10,04:00,1.09334,1.09524,1.09211,1.09410,20273
2016.11.10,08:00,1.09410,1.09465,1.08862,1.08931,36803
2016.11.10,12:00,1.08930,1.09191,1.08684,1.08971,45858
2016.11.10,16:00,1.08970,1.09051,1.08638,1.08890,51467
2016.11.10,20:00,1.08893,1.09024,1.08825,1.08886,21803
2016.11.11,00:00,1.08893,1.08921,1.08743,1.08837,14859
2016.11.11,04:00,1.08838,1.09220,1.08816,1.09109,22030
2016.11.11,08:00,1.09109,1.09183,1.08669,1.08682,39825
2016.11.11,12:00,1.08683,1.09182,1.08529,1.09008,42319
2016.11.11,16:00,1.09011,1.09091,1.08292,1.08585,44913
2016.11.11,20:00,1.08585,1.08586,1.08401,1.08580,13926
2016.11.14,00:00,1.08310,1.08391,1.07716,1.07954,26024
2016.11.14,04:00,1.07954,1.08076,1.07771,1.07910,18354
2016.11.14,08:00,1.07908,1.08050,1.07270,1.07564,37759
2016.11.14,12:00,1.07563,1.07879,1.07523,1.07668,43703
2016.11.14,16:00,1.07669,1.07691,1.07080,1.07473,43480
2016.11.14,20:00,1.07473,1.07578,1.07216,1.07353,25535
2016.11.15,00:00,1.07355,1.07700,1.07340,1.07551,16355
2016.11.15,04:00,1.07551,1.07596,1.07443,1.07475,14735
2016.11.15,08:00,1.07474,1.08153,1.07463,1.07975,35675
2016.11.15,12:00,1.07979,1.08022,1.07269,1.07331,38163
2016.11.15,16:00,1.07337,1.07504,1.07175,1.07317,40764
2016.11.15,20:00,1.07316,1.07357,1.07129,1.07184,17792
2016.11.16,00:00,1.07191,1.07492,1.07165,1.07377,12421
2016.11.16,04:00,1.07375,1.07584,1.07358,1.07454,13449
2016.11.16,08:00,1.07454,1.07554,1.06987,1.07136,30840
2016.11.16,12:00,1.07135,1.07214,1.06864,1.07109,37532
2016.11.16,16:00,1.07110,1.07175,1.06650,1.06943,41385
2016.11.16,20:00,1.06944,1.06963,1.06660,1.06894,18103
2016.11.17,00:00,1.06893,1.07134,1.06875,1.07059,17892
2016.11.17,04:00,1.07059,1.07059,1.06906,1.06983,16309
2016.11.17,08:00,1.06983,1.07353,1.06820,1.07228,32623
2016.11.17,12:00,1.07227,1.07445,1.06800,1.06871,34362
2016.11.17,16:00,1.06871,1.07138,1.06283,1.06346,39311
2016.11.17,20:00,1.06346,1.06431,1.06188,1.06246,20818
2016.11.18,00:00,1.06245,1.06280,1.05805,1.05929,17897
2016.11.18,04:00,1.05929,1.06089,1.05836,1.05839,18636
2016.11.18,08:00,1.05838,1.06129,1.05827,1.05977,37742
2016.11.18,12:00,1.05975,1.06417,1.05964,1.06096,38113
2016.11.18,16:00,1.06095,1.06238,1.05680,1.05850,46330
2016.11.18,20:00,1.05849,1.06062,1.05832,1.05873,17215
2016.11.21,00:00,1.05907,1.06124,1.05773,1.06041,27740
2016.11.21,04:00,1.06041,1.06105,1.05870,1.05999,18673
2016.11.21,08:00,1.05996,1.06480,1.05962,1.06308,29787
2016.11.21,12:00,1.06309,1.06454,1.06167,1.06382,35285
2016.11.21,16:00,1.06381,1.06382,1.05916,1.06045,37857
2016.11.21,20:00,1.06046,1.06392,1.05887,1.06253,20725
2016.11.22,00:00,1.06259,1.06483,1.06225,1.06340,20477
2016.11.22,04:00,1.06341,1.06370,1.06231,1.06289,17528
2016.11.22,08:00,1.06290,1.06566,1.06034,1.06460,32715
2016.11.22,12:00,1.06460,1.06482,1.06028,1.06101,30122
2016.11.22,16:00,1.06102,1.06376,1.05823,1.06234,39001
2016.11.22,20:00,1.06234,1.06287,1.06095,1.06246,17584
2016.11.23,00:00,1.06244,1.06333,1.06204,1.06230,11297
2016.11.23,04:00,1.06231,1.06304,1.06185,1.06285,11121
2016.11.23,08:00,1.06284,1.06425,1.05990,1.06109,23478
2016.11.23,12:00,1.06108,1.06352,1.05553,1.05563,39955
2016.11.23,16:00,1.05567,1.05650,1.05249,1.05559,47402
2016.11.23,20:00,1.05558,1.05631,1.05363,1.05507,22225
2016.11.24,00:00,1.05507,1.05548,1.05309,1.05336,21245
2016.11.24,04:00,1.05337,1.05492,1.05239,1.05459,20005
2016.11.24,08:00,1.05460,1.05773,1.05169,1.05661,36892
2016.11.24,12:00,1.05660,1.05842,1.05416,1.05615,32187
2016.11.24,16:00,1.05615,1.05786,1.05532,1.05539,24285
2016.11.24,20:00,1.05537,1.05563,1.05458,1.05462,9528
2016.11.25,00:00,1.05468,1.05604,1.05373,1.05561,19108
2016.11.25,04:00,1.05561,1.05766,1.05487,1.05680,23053
2016.11.25,08:00,1.05679,1.06137,1.05668,1.05943,40490
2016.11.25,12:00,1.05943,1.06036,1.05813,1.06026,34061
2016.11.25,16:00,1.06027,1.06262,1.05881,1.05914,34111
2016.11.25,20:00,1.05915,1.06060,1.05817,1.05889,16791
2016.11.28,00:00,1.06092,1.06462,1.05930,1.06441,22419
2016.11.28,04:00,1.06441,1.06844,1.06432,1.06528,29302
2016.11.28,08:00,1.06530,1.06684,1.06373,1.06410,32814
2016.11.28,12:00,1.06408,1.06412,1.05640,1.05672,36544
2016.11.28,16:00,1.05670,1.06035,1.05625,1.05838,35786
2016.11.28,20:00,1.05837,1.06164,1.05809,1.06117,12572
2016.11.29,00:00,1.06113,1.06208,1.05996,1.06090,15664
2016.11.29,04:00,1.06090,1.06093,1.05873,1.06015,17473
2016.11.29,08:00,1.06015,1.06129,1.05810,1.05951,26021
2016.11.29,12:00,1.05951,1.06082,1.05639,1.05747,33784
2016.11.29,16:00,1.05747,1.06341,1.05706,1.06260,42256
2016.11.29,20:00,1.06260,1.06533,1.06260,1.06476,16305
2016.11.30,00:00,1.06477,1.06593,1.06399,1.06486,12527
2016.11.30,04:00,1.06486,1.06544,1.06264,1.06307,18600
2016.11.30,08:00,1.06307,1.06631,1.06182,1.06355,32135
2016.11.30,12:00,1.06354,1.06654,1.06107,1.06284,39326
2016.11.30,16:00,1.06284,1.06325,1.05514,1.05978,54570
2016.11.30,20:00,1.05979,1.06012,1.05857,1.05857,18951
2016.12.01,00:00,1.05871,1.06030,1.05844,1.05946,21243
2016.12.01,04:00,1.05946,1.06160,1.05888,1.06129,20127
2016.12.01,08:00,1.06129,1.06386,1.06019,1.06282,32558
2016.12.01,12:00,1.06267,1.06348,1.06131,1.06269,34413
2016.12.01,16:00,1.06269,1.06350,1.05832,1.06242,46902
2016.12.01,20:00,1.06242,1.06677,1.06235,1.06584,24025
2016.12.02,00:00,1.06597,1.06760,1.06548,1.06691,17553
2016.12.02,04:00,1.06690,1.06888,1.06650,1.06822,17186
2016.12.02,08:00,1.06821,1.06870,1.06449,1.06452,30078
2016.12.02,12:00,1.06453,1.06706,1.06240,1.06334,39388
2016.12.02,16:00,1.06333,1.06797,1.06319,1.06735,44069
2016.12.02,20:00,1.06735,1.06779,1.06544,1.06703,19326
2016.12.05,00:00,1.06190,1.06190,1.05037,1.05593,41569
2016.12.05,04:00,1.05592,1.05654,1.05362,1.05652,18759
2016.12.05,08:00,1.05650,1.06610,1.05533,1.06319,42000
2016.12.05,12:00,1.06322,1.07284,1.06289,1.06858,41802
2016.12.05,16:00,1.06857,1.07689,1.06857,1.07660,40958
2016.12.05,20:00,1.07660,1.07950,1.07582,1.07621,20361
2016.12.06,00:00,1.07624,1.07669,1.07491,1.07604,14496
2016.12.06,04:00,1.07602,1.07686,1.07498,1.07538,13578
2016.12.06,08:00,1.07537,1.07840,1.07358,1.07653,32603
2016.12.06,12:00,1.07653,1.07754,1.07258,1.07318,37146
2016.12.06,16:00,1.07318,1.07482,1.06973,1.07104,37539
2016.12.06,20:00,1.07103,1.07211,1.07030,1.07152,13454
2016.12.07,00:00,1.07152,1.07257,1.07112,1.07189,12274
2016.12.07,04:00,1.07189,1.07231,1.07158,1.07173,9200
2016.12.07,08:00,1.07174,1.07314,1.07098,1.07184,27023
2016.12.07,12:00,1.07183,1.07363,1.07087,1.07346,29465
2016.12.07,16:00,1.07348,1.07671,1.07301,1.07425,32949
2016.12.07,20:00,1.07426,1.07660,1.07422,1.07509,15743
2016.12.08,00:00,1.07509,1.07678,1.07477,1.07649,8768
2016.12.08,04:00,1.07650,1.07840,1.07613,1.07718,14545
2016.12.08,08:00,1.07720,1.08040,1.07573,1.08010,27992
2016.12.08,12:00,1.08009,1.08720,1.06383,1.06667,54269
2016.12.08,16:00,1.06662,1.06780,1.05960,1.06078,52009
2016.12.08,20:00,1.06079,1.06224,1.05977,1.06111,17396
